,product_name,Accuracy_Score,uses_cov
499,P1813,0.8445500578881592,no
500,P1814,0.6498156790176979,no
501,P1815,0.7501820802431709,no
502,P1817,0.3327680512913874,no
503,P1818,0.6689475672812824,no
504,P1820,0.7994744833163998,no
505,P1821,0.5777520882524045,no
506,P1822,0.7536240451151008,no
507,P1823,0.7000221182272691,no
508,P1826,0.7535205703022188,no
509,P1827,0.0,no
510,P1834,0.0,no
511,P1843,0.28765189453398554,no
512,P1844,0.0,no
513,P1846,0.0,no
514,P1848,0.0,no
515,P1849,0.07248400857904103,no
516,P1850,0.3026890456370799,no
517,P1852,0.8807630534583575,no
518,P1854,0.7466362133432232,no
519,P1855,0.5896038323154804,no
520,P1857,0.0,no
521,P1860,0.7972346590764883,no
522,P1861,0.8369831897959206,yes
523,P1862,0.5293660480448188,no
524,P1863,0.43510706722997927,no
525,P1864,0.0,no
526,P1865,0.7819178403733106,no
527,P1867,0.6465387047750292,no
528,P1868,0.7790028834078614,no
529,P1871,0.8401119027114752,no
530,P1872,0.8862703194223711,no
531,P1873,0.7985348045617121,no
532,P1874,0.7118634250434756,no
533,P1875,0.6551097444153753,no
534,P1876,0.6658931486204878,no
535,P1877,0.7962433982765372,no
536,P1884,0.0,no
537,P1885,0.40892677422066037,no
538,P1886,0.364749287656998,no
539,P1887,0.0,no
540,P1888,0.0,no
541,P1889,0.0,no
542,P1890,0.0,no
543,P1896,0.7655528291723435,no
544,P1899,0.45211136319604484,no
545,P1901,0.6651345589039558,no
546,P1902,0.8183898182525079,yes
547,P1904,0.8126676795667113,no
548,P1905,0.7224214539547863,no
549,P1906,0.6610154091320561,no
550,P1907,0.0,no
551,P1908,0.5618911444489345,no
552,P1909,0.5162668219422181,no
553,P1910,0.7539154475201997,no
554,P1911,0.7578338692212914,no
555,P1912,0.5824663026235355,no
556,P1913,0.6948047200985792,no
557,P1914,0.6847196510308258,no
558,P1915,0.4495091304269383,no
559,P1916,0.0,no
560,P1917,0.8401090326305051,no
561,P211,1.8195048967495353e-07,no
562,P220,0.6320175442275986,no
563,P222,0.6664181614725708,no
564,P223,0.3712333215910678,no
565,P224,0.658114731731805,no
566,P225,0.5999947449481196,no
567,P226,1.3333327997244737e-07,no
568,P227,0.5782477653638557,no
569,P230,0.4177248953063236,no
570,P232,3.565062300925348e-08,no
571,P234,0.6969318510461765,no
572,P236,0.47966551452708794,no
573,P238,0.4211973087687608,no
574,P240,0.6831389697945327,no
575,P242,0.5175695228210542,no
576,P243,0.4877188107304492,no
577,P244,0.4828971095818677,no
578,P245,0.6758724288201576,no
579,P246,0.7572046284400535,no
580,P247,0.8034203811443228,yes
581,P249,0.572148656785342,yes
582,P250,0.2081227672038758,no
583,P252,0.11751122819773752,no
584,P253,0.8129474455437664,no
585,P254,0.7933893341821658,yes
586,P256,0.5880212930060416,no
587,P257,0.6898487507431883,no
588,P258,0.7202232670873618,yes
589,P259,0.0,no
590,P260,0.5273789748457504,no
591,P261,0.13404507705795543,no
592,P262,0.5359825157969035,no
593,P263,0.7802441163147911,no
594,P264,0.23560603209990072,no
595,P265,0.8400389411591054,yes
596,P267,0.6425646137044341,no
597,P268,0.8267028061373657,no
598,P269,0.7229665767297475,no
599,P271,0.6856019096375026,no
600,P272,0.6935048224516905,no
601,P273,0.7690853898002771,no
602,P275,0.7183323314730293,no
603,P276,0.41579418430119186,no
604,P277,0.4075438932945027,no
605,P278,0.23816258706076487,no
606,P279,0.11798300522526917,no
607,P280,0.07948674143735146,no
608,P281,0.7772067128897615,no
609,P282,1.1350737050275228e-07,no
610,P283,0.20833333302941281,no
611,P284,0.5323104688670394,no
612,P285,0.6958494183883398,no
613,P286,0.7208627434956165,no
614,P287,0.6936528851465635,no
615,P288,0.1614892704965556,no
616,P289,0.6078120382042937,yes
617,P290,0.03333482600226545,no
618,P291,0.7283323229122947,yes
619,P298,0.5666438153468595,no
620,P299,0.4947262306853526,no
621,P300,0.6920562511372719,yes
622,P301,0.7463986276508021,no
623,P302,0.38427596301176536,no
624,P303,0.41283292975369834,no
625,P304,0.617417129857299,no
626,P305,0.27963053038532226,no
627,P306,0.6585298558197894,no
628,P307,0.31764713696931235,no
629,P353,0.6629531129896733,no
630,P354,0.6498086754278031,yes
631,P355,0.6704284147582484,no
632,P356,0.12386663549468446,no
633,P382,0.39176269357282845,no
634,P384,0.0,no
635,P385,0.0,no
636,P387,0.0,no
637,P391,0.5588807149145617,no
638,P393,0.0,no
639,P395,0.7850550198402549,no
640,P405,0.0,no
641,P409,0.6530237496563053,no
642,P411,0.0,no
643,P412,0.3306264807369639,no
644,P415,0.05701779818904651,no
645,P495,0.6042562306664039,no
646,P496,0.7634562738857223,no
647,P497,0.49154299099458854,no
648,P498,0.5195693953919138,no
649,P499,0.6080178338300171,no
650,P500,0.0,no
651,P501,0.4111842849851055,no
652,P502,0.7849536048793755,no
653,P504,0.5153243890976664,no
654,P505,0.0,no
655,P506,0.0,no
656,P507,0.599669483154108,no
657,P508,0.495971260756634,no
658,P509,0.5663853152527316,no
659,P510,0.723329375154622,no
660,P511,0.6632712261565661,no
661,P512,0.5987563313172888,no
662,P513,0.29973472335749685,no
663,P515,0.7257988861904758,yes
664,P516,0.79773909099654,no
665,P517,0.6431465978871019,no
666,P518,0.8194233686943518,yes
667,P519,0.7459108634803004,no
668,P520,0.6246727416092459,no
669,P521,0.60475606144812,no
670,P522,0.7829379415614464,yes
671,P523,3.508771706517422e-08,no
672,P524,0.39210113934956947,no
673,P525,0.7903245432847086,yes
674,P526,0.494873203128686,no
675,P527,0.501334190872775,no
676,P528,0.7151034448138935,no
677,P529,0.4032052166039082,no
678,P530,0.7987361048082096,yes
679,P531,0.6036337895622512,yes
680,P532,0.8315670499855468,no
681,P533,0.8006720977605699,no
682,P534,0.762227227026784,yes
683,P535,0.7488309337127586,yes
684,P536,0.8286693921529702,yes
685,P537,0.11923007867300484,no
686,P538,3.7037032996067865e-08,no
687,P539,0.7225861361362064,no
688,P540,0.0,no
689,P541,0.3586210037495685,no
690,P542,0.30369958180034384,no
691,P543,0.22309731274887834,no
692,P544,0.844206218278829,no
693,P545,0.45252201240731205,no
694,P546,0.5205932675031656,yes
695,P547,0.26509685190856724,no
696,P548,0.705721075621601,no
697,P549,0.0,no
698,P550,0.12773722606832894,no
699,P551,0.4722598382514712,no
700,P552,0.7909678238200871,no
701,P553,0.2606465015765055,no
702,P554,0.6536515462881524,no
703,P555,0.6917870558901282,no
704,P556,0.7522837327278052,no
705,P557,0.4795509899290433,no
706,P558,0.7427772130844946,no
707,P560,0.04672723619962482,no
708,P561,0.0,no
709,P564,0.657025539302013,no
710,P566,0.5919701744231518,no
711,P567,0.6694544335031889,no
712,P568,0.404185647765097,no
713,P569,0.5670073811293046,no
714,P570,0.19998958066314976,no
715,P571,0.6467591460799655,no
716,P572,0.5288458801377912,no
717,P573,0.0,no
718,P574,0.4898431531034182,no
719,P575,0.3105083874329395,no
720,P576,0.4179456529324376,no
721,P577,0.40177993267750356,no
722,P579,0.0,no
723,P580,0.40780075991380993,no
724,P581,0.7064967620639231,no
725,P582,0.7177015684052339,no
726,P583,0.0,no
727,P584,0.5748266047858346,no
728,P585,0.7878652066470839,no
729,P586,1.999997599755332e-07,no
730,P588,0.7130689286711616,no
731,P589,0.5301419358778883,no
732,P590,0.7711300598565739,no
733,P591,0.10131634224898478,no
734,P592,0.2692554339352343,no
735,P593,0.6006306572379202,no
736,P594,0.8247534805759604,no
737,P597,0.6685130640595192,no
738,P598,0.776074795281156,no
739,P599,0.787424140804641,no
740,P600,0.2589220769297862,no
741,P601,0.3167716152852591,no
742,P603,0.0,no
743,P604,0.6452183806119938,no
744,P605,0.364344047840351,no
745,P606,0.11527534609971324,no
746,P608,0.6008646151503347,no
747,P609,0.2962977082541398,no
748,P610,0.8138316772797736,no
749,P611,0.004706108907638673,no
750,P612,0.6530511766038518,no
751,P613,0.7347190363600289,no
752,P614,0.3853780340217491,no
753,P615,0.6160884813226715,no
754,P616,0.7551611333854407,no
755,P617,0.3811049738319152,no
756,P618,0.6418599014371409,no
757,P619,0.6944394790218896,yes
758,P620,0.5687793650453767,no
759,P621,0.7155623973099224,no
760,P622,0.6792032432860784,no
761,P623,0.5768215305831307,no
762,P624,0.6082027049081046,yes
763,P625,0.42742749375827505,no
764,P626,0.0,no
765,P627,0.7623653431353324,no
766,P628,0.7050180943911999,no
767,P629,0.6842521242040216,no
768,P630,0.5488797999176641,no
769,P632,0.7401066656552754,no
770,P634,0.8557843657747828,no
771,P636,0.627014110377021,no
772,P637,0.1836290592495723,no
773,P639,0.7129011372940748,no
774,P642,0.5818176645232617,no
775,P644,1.4285711835704262e-07,no
776,P645,0.20467683064948317,no
777,P647,0.28733114274516736,no
778,P648,0.30967446119013653,no
779,P649,0.13971146545162028,no
780,P651,0.11392209556699506,no
781,P652,0.29509428463407683,no
782,P653,0.523970474671914,no
783,P655,0.4326698318988855,no
784,P656,0.3868702170518251,no
785,P658,0.2591786046123522,yes
786,P659,1.2903175857781335e-06,no
787,P660,4.54545411310292e-08,no
788,P662,0.22381325536426988,no
789,P663,0.7251952639818644,no
790,P664,0.32149740703918306,no
791,P666,0.468889635678312,no
792,P667,0.0009478130781265248,no
793,P668,3.1746011586175626e-07,no
794,P669,2.1627465818241376e-08,no
795,P670,0.0,no
796,P671,0.22108994386689473,no
797,P672,0.0,no
798,P673,1.0840104880394108e-07,no
799,P674,2.590286800052688e-06,no
800,P675,0.3535802573378233,no
801,P676,9.960107957951436e-06,no
802,P677,0.051181592845850554,no
803,P678,0.061561561526309094,no
804,P679,0.18337738309428364,no
805,P680,0.4016689425100576,no
806,P681,0.0,no
807,P683,0.6730475208792385,no
808,P684,0.2927917130573223,no
809,P685,0.2880569278486699,no
810,P686,0.23230045956822176,no
811,P687,0.44074065428418496,no
812,P688,0.5388042236700286,yes
813,P689,0.7010511690573082,no
814,P690,0.8205881236366693,no
815,P691,0.4512522478086449,no
816,P692,0.73595649039339,no
817,P693,0.43328167996860223,no
818,P694,0.7065708655392609,no
819,P695,0.6957782115829144,yes
820,P696,0.857071033168413,no
821,P697,0.8324680017249444,no
822,P698,0.31408077273858603,no
823,P699,0.675066360196471,no
824,P700,0.8473696290924099,no
825,P701,0.261998040949192,no
826,P702,0.7168914940204816,no
827,P703,0.6835970024979184,no
828,P704,0.7132992330570251,no
829,P705,0.4868578759575869,yes
830,P706,0.8048626372541843,no
831,P707,0.4354508196721313,no
832,P708,0.5764411027568923,no
833,P709,0.6315088218860081,yes
834,P710,0.6780104340494901,no
835,P711,0.0,no
836,P712,0.6532527911179506,no
837,P715,9.994003597857404e-05,no
838,P718,0.13872748702466853,no
839,P719,0.07407407407042699,no
840,P720,0.33451247264630746,no
841,P721,0.5172653868348944,no
842,P722,0.0,no
843,P723,0.5746150611061268,no
844,P725,0.19615945537005464,no
845,P726,0.8736132782570215,no
846,P727,0.5771899441408351,no
847,P729,0.0,no
848,P730,0.0,no
849,P733,0.0,no
850,P737,0.744912068480998,yes
851,P738,0.5183380392405638,no
852,P739,0.7719461981001008,no
853,P742,0.5267246888775821,no
854,P743,0.0,no
855,P744,3.9215640135203955e-07,no
856,P746,0.6937882791584733,no
857,P748,0.8668579280989438,no
858,P749,0.11715814341746134,no
859,P750,0.26951021487100024,no
860,P754,0.6654708114537705,no
861,P755,0.20615268963880307,no
862,P757,0.0,no
863,P758,0.755846443172756,no
864,P759,0.8434999807477888,no
865,P760,0.40007523345435236,no
866,P762,0.8285413300323174,yes
867,P764,1.818180825896576e-07,no
868,P765,0.08633474576070654,no
869,P768,0.5315235296768629,no
870,P769,0.8201368080102605,no
871,P771,0.0,no
872,P773,0.0,no
873,P774,0.5722528191187624,yes
874,P775,0.8727972196546203,yes
875,P776,0.5532285982041436,no
876,P782,0.11710354209173945,no
877,P783,0.516748339093388,yes
878,P790,9.783692189735405e-09,no
879,P791,0.0,no
880,P792,0.0,no
881,P793,0.0,no
882,P794,8.942139551049166e-08,no
883,P795,0.0,no
884,P796,0.3290605748864667,no
885,P797,0.0,no
886,P798,0.7593841071620162,no
887,P799,0.0,no
888,P800,0.04631186030762191,no
889,P801,0.23286125709262784,no
890,P802,0.4985693489397519,no
891,P803,0.0,no
892,P804,0.4124322556740342,no
893,P806,0.11971856564800332,no
894,P807,0.0,no
895,P808,0.28764592039687154,no
896,P809,0.0,no
897,P810,1.6577777928183934e-08,no
898,P811,0.0,no
899,P812,2.0322722282806183e-08,no
900,P813,0.4913153591865904,no
901,P814,0.0,no
902,P815,0.29471275263396757,no
903,P817,1.4745021204021214e-08,no
904,P819,0.0,no
905,P820,0.595249313470226,no
906,P821,0.0,no
907,P822,0.0,no
908,P826,0.5167189818803755,no
909,P829,0.0,no
910,P831,0.0,no
911,P833,0.0,no
912,P835,0.0,no
913,P839,0.0,no
914,P840,0.0,no
915,P848,0.0,no
916,P851,0.4962601125511801,no
917,P852,0.0,no
918,P853,0.11872709310596952,no
919,P858,0.6520211296562374,no
920,P860,0.0,no
921,P864,0.0,no
922,P867,6.2124655864082e-08,no
923,P868,0.5499585859203098,no
924,P870,0.0,no
925,P872,0.7017736445140415,no
926,P874,0.2779408122223871,no
927,P875,1.135099503279946e-08,no
928,P876,0.208991415710161,no
929,P882,0.888785708821331,no
930,P885,0.0,no
931,P887,0.0,no
932,P888,0.27209813884379075,no
933,P889,0.0,no
934,P890,0.0,no
935,P891,0.0,no
936,P892,0.0,no
937,P893,0.0004985044865403188,no
938,P894,0.0004985044865403188,no
939,P896,0.0004985044865403188,no
940,P897,0.0,no
941,P898,0.0,no
942,P900,0.0,no
943,P901,0.0,no
944,P902,0.0,no
945,P903,0.0,no
946,P904,0.0,no
947,P905,0.0,no
948,P906,0.0,no
949,P907,0.0,no
950,P908,0.0,no
951,P909,0.0,no
952,P910,0.0,no
953,P911,0.0,no
954,P912,0.0,no
955,P914,0.0,no
956,P915,0.0,no
957,P916,0.0,no
958,P917,0.0,no
959,P918,0.414745450386228,no
960,P919,0.0,no
961,P920,0.4928270049757424,no
962,P921,0.625787420410403,no
963,P922,0.4045400399580392,no
964,P923,0.5229364813528976,no
965,P924,0.7191713180772881,no
966,P925,0.557725687769127,no
967,P926,0.4875288005216373,no
968,P927,0.6182085168869309,no
969,P928,0.5957665832260137,no
970,P929,0.602381427637102,no
971,P930,0.7008686648100735,no
972,P932,0.5859770891641598,no
973,P933,0.5579859102548279,no
974,P934,0.7043902464308587,no
975,P936,0.7681824077180639,yes
976,P937,0.7394111144267795,yes
977,P938,0.12897144674093375,no
978,P939,0.8321937875805632,no
979,P941,0.4602261781532313,no
980,P942,0.7462044470346463,no
981,P943,0.14053487152581945,no
982,P945,0.34043529378559634,no
983,P946,0.3702588500664269,no
984,P947,0.6496589087473074,no
985,P948,0.7068742359864362,no
986,P949,0.6455962238587452,no
987,P950,0.14932861225619254,no
988,P951,0.33017130479638224,no
989,P952,0.6188945548753879,no
990,P953,0.23407622607628853,no
991,P954,0.7731644798924419,no
992,P955,7.777777288886512e-08,no
993,P956,0.7540192957230165,no
994,P957,0.6870749713651029,no
995,P958,0.5983113571801983,no
996,P959,0.18287208050558823,no
997,P960,0.5864128886223141,no
998,P962,0.5940885757919929,yes
999,P963,0.7197287915122992,no
1000,P964,0.8335705072372599,no
1001,P965,0.784939203096338,no
1002,P966,0.73064062168117,no
1003,P968,0.6567104717324712,no
1004,P969,0.015149544940787907,no
1005,P971,0.7528136264718855,no
1006,P974,0.679124913340573,no
1007,P975,0.6783067041469942,no
1008,P976,0.5848345577746653,no
1009,P977,0.661329853531454,no
1010,P978,0.6105572621925379,yes
1011,P980,0.6875603683970515,no
1012,P981,0.0,no
1013,P982,0.6857199584886706,no
1014,P983,0.7994358849645766,no
1015,P984,0.6312614539473702,yes
1016,P985,0.13089608277961962,no
1017,P986,0.5088409938274886,no
1018,P987,0.8016118712507588,no
1019,P988,0.4842442655440087,no
1020,P989,0.3364468008656578,no
1021,P990,0.0,no
1022,P991,0.11919862709698481,no
1023,P992,0.6223751685297398,no
1024,P993,0.6731688477130284,no
1025,P994,0.7042801673930774,no
1026,P995,0.4836654513483065,no
1027,P996,0.7713725834958101,no
1028,P997,0.3544833904995923,yes
1029,P998,0.017486363839657626,no
1030,P999,0.7590441654882253,yes
